time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
45:47.0,35.776,-97.476,4.2,2.1,ml,,,,0.77,us,usc000mt9e,2014-04-30T21:18:22.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.9,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
20:54.6,35.778,-97.476,5,2.6,ml,,,,0.73,us,usc000mt9i,2014-04-30T21:18:22.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
06:56.5,35.777,-97.476,5,2.1,ml,,,,0.58,us,usc000mt9k,2015-01-30T20:24:03.583Z,"12km SSW of Guthrie, Oklahoma",earthquake,,2.2,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
54:59.0,35.776,-97.469,7.4,3.8,mwr,,,,1.31,us,usc000mrse,2015-01-28T08:09:02.959Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.3,0.066,22,reviewed,tul,us,Guthrie,Oklahoma,Logan County,US
02:11.8,35.777,-97.466,5.39,3.2,ml,,,,0.61,us,usc000nszq,2015-01-31T05:07:27.206Z,"11km SSW of Guthrie, Oklahoma",earthquake,,6.9,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
31:06.3,35.771,-97.464,5.028,2.5,ml,,,,0.73,us,usc000mrtq,2014-04-30T21:18:23.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.3,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
37:13.2,35.776,-97.478,5,2.9,ml,,,,0.49,us,usc000mru0,2015-01-29T22:56:05.270Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.7,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
40:49.9,35.773,-97.466,5,2.6,ml,,,,0.56,us,usc000mt9x,2015-01-30T18:10:31.301Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.2,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
24:21.9,35.77,-97.46,4.55,2.7,ml,,,,0.95,us,usc000mrx5,2015-01-30T11:53:24.529Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.7,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
57:39.0,35.772,-97.463,5,3.1,ml,,,,0.47,us,usc000mrza,2015-01-29T03:29:52.515Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
19:13.8,35.775,-97.475,4.4,3,ml,,,,0.43,us,usc000ms02,2015-01-29T22:05:41.976Z,"12km SSW of Guthrie, Oklahoma",earthquake,,6.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
37:30.5,35.778,-97.473,5,2.7,ml,,,,0.45,us,usc000msxx,2014-04-30T21:18:24.000Z,"11km SSW of Guthrie, Oklahoma",earthquake,,6.3,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
44:11.3,35.7713,-97.4617,5,2.5,ml,,,,0.95,us,usc000msfq,2015-01-31T03:12:45.239Z,"12km SSW of Guthrie, Oklahoma",earthquake,,6.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
11:19.3,35.7752,-97.4735,4.83,2.6,ml,,,,0.88,us,usc000mta4,2015-01-30T05:57:05.076Z,"12km SSW of Guthrie, Oklahoma",earthquake,,3.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
59:08.6,35.7716,-97.4628,4.72,2.5,ml,,,,0.57,us,usc000mta9,2014-04-30T21:18:24.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.8,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
15:32.9,36.5526,-97.062,5,2.7,ml,,,,0.78,us,usc000msib,2015-01-30T15:14:05.814Z,"14km S of McCord, Oklahoma",earthquake,,2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
53:51.1,35.777,-97.467,5.03,3.4,ml,,,,0.97,us,usc000msmc,2016-06-01T18:09:48.088Z,"11km SSW of Guthrie, Oklahoma",earthquake,,5.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
16:44.0,35.77,-97.459,5.14,3.2,ml,,,,0.97,us,usc000msmq,2015-01-30T01:50:40.745Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.2,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
29:49.7,35.776,-97.469,5,2.7,ml,,,,0.66,us,usc000msne,2015-01-30T19:11:59.822Z,"12km SSW of Guthrie, Oklahoma",earthquake,,3.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
22:01.5,36.718,-97.71,5,2.7,ml,,,,0.96,us,usc000msxf,2014-04-30T21:18:25.000Z,"10km SSE of Medford, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
17:18.8,35.771,-97.454,4.8,2.8,ml,,,,0.61,us,usc000msxs,2015-01-30T09:19:14.482Z,"12km SSW of Guthrie, Oklahoma",earthquake,,5.9,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
19:16.4,35.7761,-97.4717,4.338,2.4,ml,,,,0.91,us,usc000mtad,2015-01-31T02:31:08.223Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
51:20.1,35.742,-97.353,5,2.4,ml,,,,0.53,us,usc000mtaf,2015-01-31T05:03:00.315Z,"15km NE of Edmond, Oklahoma",earthquake,,3.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
04:55.2,36.1388,-97.3148,0.99,2.9,ml,,,,0.62,us,usc000mt87,2015-01-30T22:15:39.506Z,"16km S of Perry, Oklahoma",earthquake,,5,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
44:57.0,35.777,-97.466,6.1,3.1,ml,,,,0.61,us,usc000mtjk,2015-01-29T02:58:48.078Z,"11km SSW of Guthrie, Oklahoma",earthquake,,7.3,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
07:23.4,35.77,-97.463,5,2,ml,,,,0.77,us,usc000mv6n,2014-05-07T00:03:04.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.9,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
32:45.3,35.773,-97.461,5,2.2,ml,,,,0.61,us,usc000mw8m,2014-05-07T00:03:05.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.2,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
26:12.0,36.8695,-97.8886,5,3.2,ml,,,,0.84,us,usc000mvhh,2014-05-07T00:03:05.000Z,"15km WNW of Medford, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
19:11.0,36.7898,-98.7003,5,2.8,ml,,,,0.52,us,usc000mvig,2014-05-07T00:03:05.000Z,"3km WSW of Alva, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
38:49.7,35.781,-97.4745,5.17,3.1,ml,,,,0.55,us,usc000mvy2,2015-01-30T23:22:26.989Z,"11km SSW of Guthrie, Oklahoma",earthquake,,3.8,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
21:42.6,35.782,-97.468,6.1,2.5,ml,,,,0.52,us,usc000mw9g,2015-01-31T02:45:00.343Z,"11km SSW of Guthrie, Oklahoma",earthquake,,5.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
06:51.9,36.17,-96.99,4.7,2.7,ml,,,,0.7,us,usc000mwdk,2015-01-29T03:28:55.290Z,"8km NE of Stillwater, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
07:18.6,36.097,-97.081,4.1,2.2,ml,,,,0,us,usc000mwww,2015-01-30T20:37:03.487Z,"2km SW of Stillwater, Oklahoma",earthquake,,0,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
11:38.8,36.103,-97.081,5,3,ml,,,,0.52,us,usc000mwus,2015-01-28T12:47:11.255Z,"2km SW of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
44:35.8,36.175,-96.981,5,3.2,ml,,,,0.91,us,usc000mwvn,2015-01-28T19:46:08.221Z,"9km NE of Stillwater, Oklahoma",earthquake,,1.3,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
10:51.8,36.4668,-97.0546,5,2.7,ml,,,,0.62,us,usc000mwxc,2014-05-07T00:03:08.000Z,"23km S of McCord, Oklahoma",earthquake,,2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
23:32.7,36.0353,-97.3362,5,3,ml,,,,0.41,us,usc000mwxf,2015-01-30T22:00:37.268Z,"12km NW of Langston, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
15:41.1,36.036,-97.341,5,3.3,mwr,,,,0.67,us,usc000mwy5,2015-01-30T05:58:58.243Z,"12km NW of Langston, Oklahoma",earthquake,,2,0.06,27,reviewed,tul,us,Langston,Oklahoma,Logan County,US
30:55.0,36.043,-97.336,5,2.5,ml,,,,0.4,us,usc000mx1h,2014-05-07T00:03:08.000Z,"13km NNW of Langston, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
11:05.2,36.717,-97.702,5,2.6,ml,,,,1.02,us,usc000mx1v,2014-05-07T00:03:08.000Z,"10km SSE of Medford, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
11:32.5,36.171,-96.9786,5,3.1,ml,,,,0.76,us,usc000mx4n,2015-01-28T23:07:28.443Z,"9km NE of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
20:49.3,35.565,-97.342,4.2,2.9,ml,,,,0.53,us,usc000mx9a,2015-01-29T16:27:58.998Z,"4km W of Jones, Oklahoma",earthquake,,4.6,,,reviewed,tul,tul,Spencer,Oklahoma,Oklahoma County,US
22:46.0,35.568,-97.348,5,2.7,ml,,,,0.59,us,usc000mx9e,2014-05-07T00:03:09.000Z,"5km NNE of Spencer, Oklahoma",earthquake,,2.5,,,reviewed,tul,tul,Spencer,Oklahoma,Oklahoma County,US
37:35.7,36.1645,-96.9845,5,2.3,ml,,,,0.5,us,usc000mycp,2014-05-07T00:03:09.000Z,"8km NE of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
44:59.4,35.817,-96.943,4.3,3.2,ml,,,,0.48,us,usc000mxb1,2015-01-29T22:23:34.368Z,"13km NNW of Chandler, Oklahoma",earthquake,,7.9,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
29:35.0,36.1,-97.072,3.3,2.3,ml,,,,0.68,us,usc000mycs,2015-01-29T22:22:52.025Z,"2km SW of Stillwater, Oklahoma",earthquake,,1.2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
37:50.0,36.325,-96.828,5,2.1,ml,,,,0.9,us,usc000myct,2014-05-07T00:03:09.000Z,"2km WSW of Pawnee, Oklahoma",earthquake,,1.3,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
36:36.2,35.773,-97.463,5,2.2,ml,,,,0.49,us,usc000mycz,2014-05-07T00:03:10.000Z,"12km SSW of Guthrie, Oklahoma",earthquake,,3.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
12:47.6,36.096,-96.996,5,2.4,ml,,,,0.82,us,usc000myd2,2014-05-07T00:03:11.000Z,"6km ESE of Stillwater, Oklahoma",earthquake,,3.3,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
18:02.0,36.5865,-97.8125,5.172,3,ml,,,,1.13,us,usc000n4z3,2014-05-13T21:36:42.000Z,"21km NNE of Enid, Oklahoma",earthquake,,5.4,,,reviewed,tul,tul,Enid,Oklahoma,Garfield County,US
30:33.0,36.675,-97.693,5,3.4,ml,,,,0,us,usc000mylm,2015-01-30T19:36:06.439Z,"15km SSE of Medford, Oklahoma",earthquake,,0,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
44:37.0,36.5906,-97.8097,5,3,ml,,,,0.53,us,usc000mym7,2014-05-13T21:36:42.000Z,"22km NNE of Enid, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Enid,Oklahoma,Garfield County,US
19:10.0,36.4476,-97.0735,0.001,3.2,ml,,,,0.64,us,usc000myuy,2015-01-30T16:13:50.045Z,"25km S of McCord, Oklahoma",earthquake,,6.7,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
14:01.0,36.5438,-97.0616,7.75,3.4,ml,,,,1.04,us,usc000myyy,2015-01-30T15:10:28.360Z,"15km S of McCord, Oklahoma",earthquake,,6.9,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
46:05.3,35.764,-97.452,4.24,2.2,ml,,,,0.83,us,usb000my0t,2015-01-30T10:56:41.820Z,"12km N of Edmond, Oklahoma",earthquake,,5.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
32:14.8,36.091,-97.088,5,1.6,ml,,,,0.62,us,usb000mzcq,2014-05-13T21:36:46.000Z,"3km SW of Stillwater, Oklahoma",earthquake,,1.9,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
19:33.4,36.088,-97.084,5,2.1,ml,,,,0.58,us,usb000myxa,2014-05-13T21:36:46.000Z,"3km SW of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
42:00.3,35.902,-97.2538,5,2.1,mb_lg,,75,0.191,0.33,us,usb000mzcs,2014-05-13T21:36:47.000Z,"4km S of Langston, Oklahoma",earthquake,,1.3,0.193,7,reviewed,us,us,Langston,Oklahoma,Logan County,US
21:46.1,35.636,-97.041,4.4,3.5,ml,,,,1.08,us,usb000mzbr,2015-01-29T17:02:26.179Z,"14km ESE of Luther, Oklahoma",earthquake,,3.8,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
51:45.6,35.4803,-97.2625,6.79,2.4,mb_lg,,61,0.083,0.27,us,usb000mzdy,2015-01-30T23:53:02.608Z,"2km SSE of Choctaw, Oklahoma",earthquake,,2.9,0.12,19,reviewed,us,us,Choctaw,Oklahoma,Oklahoma County,US
15:40.5,35.5067,-97.2356,8.59,2.4,mb_lg,,48,0.069,0.57,us,usb000mzfr,2015-01-30T05:35:25.854Z,"3km ENE of Choctaw, Oklahoma",earthquake,,3.9,0.124,17,reviewed,us,us,Choctaw,Oklahoma,Oklahoma County,US
44:45.6,36.5418,-97.0677,5,2.8,ml,,163,,1.12,us,usb000mzgh,2014-05-13T21:36:48.000Z,"15km S of McCord, Oklahoma",earthquake,,2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
55:46.9,36.5442,-97.0499,3,3,ml,,158,,0.97,us,usb000mzgp,2015-01-30T07:59:32.202Z,"14km S of McCord, Oklahoma",earthquake,,2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
51:22.8,36.767,-98.6908,3,2.9,ml,,131,,0.39,us,usb000mzj9,2015-01-30T10:46:51.722Z,"4km SSW of Alva, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
11:06.8,35.9557,-96.9185,2.28,2.7,ml,,,,0.67,us,usc000p9ur,2014-05-13T21:36:49.000Z,"10km E of Perkins, Oklahoma",earthquake,,6.8,,,reviewed,tul,tul,Perkins,Oklahoma,Payne County,US
54:22.8,36.167,-96.982,7.2,2.8,ml,,,,1.08,us,usb000mzt9,2015-01-29T23:35:21.279Z,"8km NE of Stillwater, Oklahoma",earthquake,,5.3,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
53:19.6,35.781,-97.471,5.4,2.4,ml,,,,0.7,us,usb000mztu,2015-01-30T16:08:22.380Z,"11km SSW of Guthrie, Oklahoma",earthquake,,3.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
54:04.8,35.7798,-97.471,5,2.8,ml,,108,,0.84,us,usb000n0hq,2015-01-30T00:14:28.119Z,"11km SSW of Guthrie, Oklahoma",earthquake,,4.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
33:53.7,36.291,-97.132,5,2.8,ml,,,,0.79,us,usc000pe4b,2014-05-13T21:36:49.000Z,"14km E of Perry, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
22:10.1,36.1701,-96.9739,5,2.3,ml,,172,,0.37,us,usb000n1de,2015-01-30T22:56:25.755Z,"9km NE of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
54:23.5,35.954,-97.396,3.762,2.5,ml,,,,0.47,us,usb000n0lf,2014-05-13T21:36:51.000Z,"8km NNE of Guthrie, Oklahoma",earthquake,,7.3,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
39:38.2,35.7987,-96.9847,4.677,2.6,ml,,132,,0.48,us,usb000n0ww,2015-01-30T13:45:56.278Z,"14km NW of Chandler, Oklahoma",earthquake,,7.7,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
11:30.1,36.119,-96.903,5,2.2,ml,,,,0.72,us,usb000n1di,2014-05-13T21:36:51.000Z,"13km E of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
44:10.9,35.7979,-96.9831,4.546,2.9,ml,,132,,0.59,us,usb000n1dg,2015-01-30T12:45:40.936Z,"14km NW of Chandler, Oklahoma",earthquake,,7.9,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
53:01.4,36.151,-96.969,5,2.4,ml,,,,0.36,us,usb000n1dl,2015-01-30T03:12:17.055Z,"8km ENE of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
02:58.0,36.151,-96.963,3,2.1,ml,,,,0.42,us,usb000n1dn,2015-01-30T15:56:09.899Z,"9km ENE of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
17:06.4,35.593,-97.383,6.4,3.3,mwr,,,,0.72,us,usb000n1im,2015-01-28T20:44:01.921Z,"7km N of Spencer, Oklahoma",earthquake,,4.7,0.08,15,reviewed,tul,us,Spencer,Oklahoma,Oklahoma County,US
49:20.1,35.593,-97.381,6.2,2.7,ml,,,,0.56,us,usc000n3xf,2015-01-30T22:08:32.568Z,"7km N of Spencer, Oklahoma",earthquake,,4,,,reviewed,tul,tul,Spencer,Oklahoma,Oklahoma County,US
35:23.8,35.5954,-97.3883,6.172,2.6,ml,,45,,0.38,us,usc000n3zh,2014-05-15T02:23:18.000Z,"8km N of Spencer, Oklahoma",earthquake,,5.2,,,reviewed,tul,tul,Spencer,Oklahoma,Oklahoma County,US
43:14.4,36.8853,-97.6872,5,2.6,ml,,115,,0.72,us,usc000n40t,2014-05-15T02:23:18.000Z,"9km NNE of Medford, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
44:19.3,36.287,-97.126,5,2.5,ml,,,,0.68,us,usc000n4ja,2014-05-15T02:23:21.000Z,"14km E of Perry, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
45:04.9,36.294,-97.123,5,2.5,ml,,,,0.66,us,usc000n4ms,2014-05-15T02:23:21.000Z,"14km E of Perry, Oklahoma",earthquake,,1.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
20:10.7,36.7506,-97.5746,3.052,2.9,ml,,79,,0.68,us,usc000n4wh,2015-01-30T17:43:42.575Z,"15km ESE of Medford, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
33:55.9,36.777,-98.332,5,2.5,ml,,,,0.75,us,usc000n58c,2014-05-15T02:23:33.000Z,"3km NE of Cherokee, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
29:04.5,35.889,-97.284,4.7,3,ml,,,,0.41,us,usc000n59k,2014-05-15T02:23:36.000Z,"6km SSW of Langston, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
34:12.9,35.89,-97.281,5,3.1,ml,,,,1.3,us,usc000n59s,2015-01-30T14:16:57.331Z,"6km SSW of Langston, Oklahoma",earthquake,,5.7,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
55:24.6,35.491,-97.247,6.3,2.4,ml,,,,0.32,us,usc000n5aw,2014-05-15T02:23:37.000Z,"2km ESE of Choctaw, Oklahoma",earthquake,,5.2,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
50:55.0,35.796,-96.976,5,3.3,ml,,,,0.64,us,usc000n5jn,2015-01-30T03:09:14.572Z,"13km NW of Chandler, Oklahoma",earthquake,,7.7,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
05:22.3,35.495,-97.242,6.228,2.9,ml,,67,,0.46,us,usc000n5mx,2015-01-29T03:49:32.887Z,"2km E of Choctaw, Oklahoma",earthquake,,6.2,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
50:45.7,35.492,-97.252,7.4,2.8,ml,,,,0.83,us,usc000n5q0,2015-01-29T17:10:59.209Z,"1km ESE of Choctaw, Oklahoma",earthquake,,5.2,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
15:06.5,35.4947,-97.2464,7.437,2.3,ml,,70,,0.72,us,usc000n5um,2015-01-30T15:48:53.351Z,"2km E of Choctaw, Oklahoma",earthquake,,5.6,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
05:54.0,35.4919,-97.2474,7.29,3,ml,,,,0.42,us,usc000n5zh,2015-01-29T02:23:14.634Z,"2km ESE of Choctaw, Oklahoma",earthquake,,5.7,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
40:25.6,35.8891,-97.2844,4.32,2.8,ml,,,,0.63,us,usc000n63m,2015-01-30T15:25:57.862Z,"6km SSW of Langston, Oklahoma",earthquake,,7.1,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
33:54.6,36.449,-97.076,5,2.6,ml,,,,0.63,us,usc000n6kk,2014-05-15T02:24:07.000Z,"25km NE of Perry, Oklahoma",earthquake,,2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
00:05.7,35.6699,-97.4004,5.45,2.2,ml,,49,,0.5,us,usc000n6tc,2015-01-31T04:54:35.433Z,"7km ENE of Edmond, Oklahoma",earthquake,,2.3,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
11:20.2,36.1251,-96.9075,4.334,3.5,ml,,134,,0.58,us,usc000n6d7,2015-01-28T21:26:13.516Z,"13km E of Stillwater, Oklahoma",earthquake,,7.7,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
47:45.7,36.1216,-96.9037,5,2.1,ml,,106,,0.51,us,usc000n6g1,2015-01-31T00:32:58.060Z,"13km E of Stillwater, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
52:34.2,36.132,-97.433,2.97,2.5,ml,,,,0.59,us,usc000n7tb,2014-05-15T02:24:25.000Z,"21km SW of Perry, Oklahoma",earthquake,,6.6,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
55:27.7,35.89,-97.282,4.89,3.4,mwr,,,,0.56,us,usc000n7mi,2015-01-29T02:51:36.414Z,"6km SSW of Langston, Oklahoma",earthquake,,6.8,0.065,23,reviewed,tul,us,Langston,Oklahoma,Logan County,US
49:21.5,35.952,-97.4,3.7,2.9,ml,,,,1.09,us,usc000n7xy,2015-01-30T12:01:56.553Z,"8km NNE of Guthrie, Oklahoma",earthquake,,6.7,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
45:06.2,35.767,-97.459,5,2.3,ml,,,,1.06,us,usc000n8b8,2014-05-15T02:24:29.000Z,"12km N of Edmond, Oklahoma",earthquake,,3.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
57:24.8,36.123,-96.904,5,2.3,ml,,,,1.06,us,usc000n8c8,2014-05-15T02:24:30.000Z,"13km E of Stillwater, Oklahoma",earthquake,,5,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
56:20.4,35.8845,-97.285,4.6,2.5,ml,,,,0.58,us,usc000n8jp,2014-05-16T21:51:37.000Z,"7km SSW of Langston, Oklahoma",earthquake,,5.9,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
28:41.3,35.494,-97.252,6.5,2.5,ml,,,,0.48,us,usc000n8k3,2015-01-31T00:13:28.963Z,"1km ESE of Choctaw, Oklahoma",earthquake,,2.2,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
36:17.0,36.542,-97.061,5,2.7,ml,,,,0.55,us,usc000n951,2015-01-30T19:23:20.311Z,"15km S of McCord, Oklahoma",earthquake,,1,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
30:45.7,36.6088,-97.6624,2.31,2.7,mb_lg,,96,0.278,0.68,us,usc000n90u,2015-01-30T20:34:59.193Z,"22km SSE of Medford, Oklahoma",earthquake,,6.5,0.102,27,reviewed,us,us,Medford,Oklahoma,Grant County,US
35:19.7,35.8125,-96.9392,4.267,2.8,ml,,105,,0.35,us,usc000n93u,2015-01-30T19:04:07.952Z,"13km NNW of Chandler, Oklahoma",earthquake,,7.8,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
29:27.0,36.2914,-97.1196,5,2.5,ml,,111,,0.37,us,usc000n999,2014-05-16T21:51:38.000Z,"15km E of Perry, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
26:48.7,36.284,-97.125,5,2.5,ml,,,,0.86,us,usc000n99t,2014-05-16T21:51:38.000Z,"14km E of Perry, Oklahoma",earthquake,,1.6,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
09:38.6,36.634,-97.678,5,2.5,ml,,,,0.63,us,usc000n9d2,2014-05-16T21:51:38.000Z,"19km SSE of Medford, Oklahoma",earthquake,,7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
42:03.5,35.738,-97.165,4.83,2.5,ml,,,,0.58,us,usc000napx,2014-05-16T21:51:38.000Z,"8km NNE of Luther, Oklahoma",earthquake,,2.4,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
48:28.4,36.29,-97.124,10.1,2.7,ml,,,,0.39,us,usc000naqn,2014-05-16T21:51:38.000Z,"14km E of Perry, Oklahoma",earthquake,,0.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
07:25.0,35.049,-97.028,19.4,2.5,ml,,,,0.45,us,usc000na9d,2014-05-16T21:51:39.000Z,"24km SSW of Tecumseh, Oklahoma",earthquake,,4.5,,,reviewed,tul,tul,Tecumseh,Oklahoma,Pottawatomie County,US
12:32.3,36.8809,-97.9838,5,2.5,ml,,239,,0.89,us,usc000nabb,2014-05-16T21:51:39.000Z,"23km WNW of Medford, Oklahoma",earthquake,,2,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
22:14.4,36.02,-97.11,4.4,3.1,ml,,,,0.51,us,usc000naye,2015-01-29T23:58:48.122Z,"8km NW of Perkins, Oklahoma",earthquake,,0.8,,,reviewed,tul,tul,Perkins,Oklahoma,Payne County,US
