time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
14:44.4,36.3411,-96.807,3.269,2.8,ml,,95,,0.49,us,us20002q58,2015-08-20T00:43:58.040Z,"0km NW of Pawnee, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
25:45.0,36.4984,-98.2153,7.077,2.9,ml,,,,0.78,us,us20002px7,2015-08-20T00:43:58.040Z,"7km SE of Helena, Oklahoma",earthquake,2.3,5.7,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
23:50.4,36.342,-96.811,3.5,2.4,ml,,,,0.35,us,us20002q54,2015-08-20T00:43:58.040Z,"0km NW of Pawnee, Oklahoma",earthquake,1.8,7.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
44:43.0,36.7069,-97.9369,6.331,2.5,ml,,165,,0.41,us,us20002q28,2015-08-20T00:43:58.040Z,"21km WSW of Medford, Oklahoma",earthquake,0.9,7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
33:58.7,36.2925,-97.5262,6.676,2.9,ml,,54,,0.56,us,us20002q1d,2015-08-20T00:43:58.040Z,"21km W of Perry, Oklahoma",earthquake,0.8,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
35:46.2,36.8469,-97.8803,5,2.8,ml,,67,,0.52,us,us20002q24,2015-08-20T00:43:59.040Z,"13km WNW of Medford, Oklahoma",earthquake,1.1,1.7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
20:36.9,36.3028,-96.6614,4.651,3.2,ml,,158,,0.71,us,us20002q56,2015-08-20T00:43:59.040Z,"13km ESE of Pawnee, Oklahoma",earthquake,1.5,6.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
59:15.5,36.511,-98.706,5,3.1,ml,,,,0.71,us,us20002q6c,2015-08-20T00:43:59.040Z,"32km S of Alva, Oklahoma",earthquake,3.5,2,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
11:57.2,36.4997,-97.1491,6.002,2.8,ml,,67,,0.44,us,us10002jzg,2015-08-20T00:43:59.040Z,"22km SSW of McCord, Oklahoma",earthquake,0.6,6.2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
43:24.7,36.8628,-97.897,4.111,2.8,ml,,72,,0.5,us,us10002jrp,2015-08-20T00:44:00.040Z,"15km WNW of Medford, Oklahoma",earthquake,1.4,5,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
03:59.9,36.5302,-98.6055,5,2.5,ml,,160,,0.27,us,us10002jub,2015-08-20T00:44:00.040Z,"30km S of Alva, Oklahoma",earthquake,1.9,3.7,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
27:58.7,36.7943,-97.7666,5.57,2.4,ml,,60,,0.52,us,us20002qeg,2015-08-20T00:44:00.040Z,"3km WSW of Medford, Oklahoma",earthquake,0.7,6.5,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
35:57.6,36.5158,-97.2814,4.871,3.1,ml,,104,,0.33,us,us20002qbk,2015-08-20T00:44:00.040Z,"18km S of Tonkawa, Oklahoma",earthquake,2.6,7.9,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
11:18.0,36.6633,-98.4592,7.294,2.7,ml,,116,,0.5,us,us10002jqm,2015-08-20T00:44:00.040Z,"13km SW of Cherokee, Oklahoma",earthquake,1.1,7,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
17:08.7,36.285,-97.523,6.008,4.3,mwr,,69,,0.24,us,us10002jrl,2015-08-20T00:44:02.040Z,"21km W of Perry, Oklahoma",earthquake,0.7,7.9,0.037,71,reviewed,tul,us,Perry,Oklahoma,Noble County,US
21:12.2,36.2904,-97.5408,6.433,3.1,ml,,83,,0.35,us,us10002jzw,2015-08-20T00:44:02.040Z,"22km W of Perry, Oklahoma",earthquake,0.9,7.9,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
23:18.1,36.6918,-98.6112,4.269,2.9,ml,,178,,0.53,us,us10002jzb,2015-08-20T00:44:02.040Z,"13km SSE of Alva, Oklahoma",earthquake,3.3,7.5,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
45:30.1,36.2893,-97.542,6.408,2.6,ml,,56,,0.4,us,us10002jzc,2015-08-20T00:44:02.040Z,"22km W of Perry, Oklahoma",earthquake,1.4,7.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
10:56.9,36.3333,-96.9147,3.268,2.5,ml,,86,,0.58,us,us10002jza,2015-09-01T00:53:49.040Z,"9km W of Pawnee, Oklahoma",earthquake,2.1,7.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
46:16.9,36.5549,-98.5179,4.966,2.8,ml,,145,,0.36,us,us10002k2z,2015-09-01T00:53:50.040Z,"22km W of Helena, Oklahoma",earthquake,1.5,5.2,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
40:52.7,35.7694,-97.4829,6.016,2.9,ml,,74,,0.59,us,us10002ka3,2015-09-01T00:53:50.040Z,"12km N of Edmond, Oklahoma",earthquake,1.3,3.5,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
29:14.0,36.3035,-96.6757,5.015,3,ml,,106,,0.73,us,us10002k9u,2015-09-01T00:53:50.040Z,"12km ESE of Pawnee, Oklahoma",earthquake,1.5,6.6,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
02:58.0,35.7719,-97.4822,7.019,3,ml,,,,0.6,us,us10002k3z,2015-09-01T00:53:50.040Z,"12km SSW of Guthrie, Oklahoma",earthquake,1.8,7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
10:17.0,35.7735,-97.4843,6.87,3.5,ml,,,,0.47,us,us10002k40,2015-09-01T00:53:50.040Z,"12km SSW of Guthrie, Oklahoma",earthquake,3,7.1,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
07:26.4,36.2954,-97.5346,5.16,3,ml,,56,,0.81,us,us10002k5v,2015-09-01T00:53:50.040Z,"22km W of Perry, Oklahoma",earthquake,3.3,8.1,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
57:59.4,36.2856,-97.5227,6.324,2.9,ml,,97,,0.5,us,us10002kyi,2015-09-01T00:53:50.040Z,"21km W of Perry, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
16:07.7,36.2957,-97.5337,6.339,3.1,ml,,56,,0.41,us,us10002k7v,2015-09-01T00:53:50.040Z,"22km W of Perry, Oklahoma",earthquake,1.2,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
23:48.0,36.1248,-97.2797,3.542,3,ml,,69,,0.64,us,us10002kym,2015-09-01T00:53:50.040Z,"18km S of Perry, Oklahoma",earthquake,1.3,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
50:08.9,36.2919,-97.5383,6.454,2.7,ml,,101,,0.56,us,us10002kyv,2015-09-01T00:53:50.040Z,"22km W of Perry, Oklahoma",earthquake,0.9,6.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
56:04.8,36.8521,-98.276,5.774,3.2,ml,,116,,0.49,us,us10002kcm,2015-09-01T00:53:51.040Z,"13km NNE of Cherokee, Oklahoma",earthquake,4.1,2.6,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
59:59.3,36.5116,-97.2633,7.988,2.6,ml,,189,,0.37,us,us10002kzd,2015-09-01T00:53:51.040Z,"18km SSE of Tonkawa, Oklahoma",earthquake,1.2,7.1,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
10:47.8,36.5869,-98.2763,5.99,2.5,ml,,216,,0.41,us,us10002l84,2015-09-01T00:53:51.040Z,"4km N of Helena, Oklahoma",earthquake,3.3,7.8,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
49:55.7,35.9026,-97.261,5,2.6,ml,,65,,0.53,us,us10002kk0,2015-09-01T00:53:51.040Z,"4km S of Langston, Oklahoma",earthquake,2.4,1.5,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
55:20.9,35.7466,-97.3909,5,2.5,ml,,70,,0.47,us,us10002kjz,2015-09-01T00:53:51.040Z,"13km NE of Edmond, Oklahoma",earthquake,2.4,7.4,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
29:03.6,35.7447,-97.3919,5.649,3.6,ml,,53,,0.72,us,us10002kev,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.6,7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
36:05.6,35.7446,-97.3924,5.667,3.5,ml,,53,,0.59,us,us10002kex,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
08:55.7,35.742,-97.3908,5,2.7,ml,,52,,0.56,us,us10002kvu,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.1,4.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
10:54.9,35.7392,-97.3865,3,4,mwr,,,,0.64,us,us10002kf3,2017-02-03T19:49:02.056Z,"12km NE of Edmond, Oklahoma",earthquake,3.2,5.3,0.063,24,reviewed,tul,us,Edmond,Oklahoma,Oklahoma County,US
23:01.5,35.746,-97.3989,5.376,3.4,ml,,54,,0.66,us,us10002kfd,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.2,4.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
26:01.2,35.9022,-97.2608,4.929,3.1,ml,,65,,0.57,us,us10002kfr,2015-09-01T00:53:51.040Z,"4km S of Langston, Oklahoma",earthquake,1.2,6.6,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
46:05.6,35.7417,-97.3866,5,3,ml,,51,,0.57,us,us10002kft,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.3,4.9,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
34:30.9,36.2883,-97.5239,6.862,2.7,ml,,79,,0.32,us,us10002l85,2015-09-01T00:53:51.040Z,"21km W of Perry, Oklahoma",earthquake,0.9,7.6,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
42:26.4,36.6089,-97.6927,2.555,2.7,ml,,82,,0.53,us,us10002l89,2015-09-01T00:53:51.040Z,"22km S of Medford, Oklahoma",earthquake,1.6,7.7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
01:17.9,36.7121,-98.1182,6.944,2.7,ml,,157,,0.72,us,us10002l5h,2015-09-01T00:53:51.040Z,"21km ESE of Cherokee, Oklahoma",earthquake,2.6,2.5,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
56:03.2,35.7469,-97.3998,5.589,3.3,mwr,,54,,0.58,us,us10002kgz,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,4.4,7.1,,24,reviewed,tul,slm,Edmond,Oklahoma,Oklahoma County,US
21:16.0,35.739,-97.3839,5.35,3.4,mwr,,51,,0.76,us,us10002kh9,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,0.8,5.6,,28,reviewed,tul,slm,Edmond,Oklahoma,Oklahoma County,US
59:21.4,36.2884,-96.8624,5,3.3,ml,,200,,0.69,us,us10002ky5,2015-09-01T00:53:51.040Z,"7km SW of Pawnee, Oklahoma",earthquake,0.9,7.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
50:37.4,36.2938,-97.5363,6.006,3,ml,,56,,0.43,us,us10002ki9,2015-09-01T00:53:52.040Z,"22km W of Perry, Oklahoma",earthquake,1,7.9,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
23:40.6,35.74,-97.3817,5,2.8,ml,,50,,0.64,us,us10002mwa,2015-09-01T00:53:52.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.5,5.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
33:07.5,36.2944,-97.5282,2.191,2.7,ml,,80,,0.5,us,us10002kyb,2015-09-01T00:53:52.040Z,"21km W of Perry, Oklahoma",earthquake,0.9,7.9,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
07:02.4,35.7428,-97.3843,6.149,3.1,ml,,51,,0.51,us,us10002kkk,2015-09-01T00:53:52.040Z,"13km NE of Edmond, Oklahoma",earthquake,3,7.4,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
22:33.7,35.742,-97.3825,6.001,2.7,ml,,51,,0.58,us,us10002mwq,2015-09-01T00:53:52.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.2,3.3,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
58:56.0,35.7475,-97.4006,5.882,3.4,ml,,54,,0.44,us,us10002kls,2015-09-01T00:53:52.040Z,"12km NNE of Edmond, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
26:08.9,35.8098,-97.4574,5,2.4,mb_lg,,60,0.013,0.67,us,us10002l0d,2015-09-01T00:53:52.040Z,"8km SSW of Guthrie, Oklahoma",earthquake,1.2,2,0.078,43,reviewed,us,us,Guthrie,Oklahoma,Logan County,US
46:37.9,35.8287,-97.4351,5,1.9,ml,,122,0.035,0.39,us,us10002l0k,2015-09-01T00:53:52.040Z,"5km S of Guthrie, Oklahoma",earthquake,1.1,1.5,0.06,36,reviewed,us,us,Guthrie,Oklahoma,Logan County,US
25:00.0,36.5534,-97.1898,6.12,3.1,ml,,63,,0.44,us,us10002kp4,2015-09-01T00:53:53.040Z,"17km SE of Tonkawa, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
10:10.4,36.123,-97.557,5.5,2.9,ml,,,,0.41,us,us10002le1,2015-09-01T00:53:53.040Z,"19km N of Crescent, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
17:00.6,36.5731,-97.3859,5,2.5,ml,,53,,0.35,us,us10002lfs,2015-09-01T00:53:53.040Z,"13km SSW of Tonkawa, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
51:38.0,36.2917,-96.8601,5,3.4,ml,,,,0.85,us,us10002kqc,2015-09-01T00:53:53.040Z,"7km SW of Pawnee, Oklahoma",earthquake,1.8,7.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
58:12.0,36.2855,-97.52,6.33,3.3,ml,,,,0.55,us,us10002kqn,2015-09-01T00:53:53.040Z,"20km W of Perry, Oklahoma",earthquake,0.8,7.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
43:02.3,36.325,-96.7842,3.274,2.5,ml,,97,,0.47,us,us10002le6,2015-09-01T00:53:53.040Z,"2km SE of Pawnee, Oklahoma",earthquake,2.9,7.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
24:42.9,36.3306,-96.7788,5.246,2.6,ml,,97,,0.5,us,us10002lcz,2015-09-01T00:53:53.040Z,"2km ESE of Pawnee, Oklahoma",earthquake,1.1,6.8,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
55:52.1,36.702,-97.9367,6.186,2.5,ml,,104,,0.73,us,us10002l8i,2015-09-01T00:53:53.040Z,"21km WSW of Medford, Oklahoma",earthquake,1.6,6.7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
23:35.0,35.7423,-97.3832,6.056,2.5,ml,,68,,0.52,us,us10002lf8,2015-09-01T00:53:53.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.2,4.6,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
00:34.6,35.7437,-97.3836,6.181,3.2,mwr,,52,,0.67,us,us10002kst,2015-09-01T00:53:53.040Z,"13km NE of Edmond, Oklahoma",earthquake,2.6,7.1,,12,reviewed,tul,slm,Edmond,Oklahoma,Oklahoma County,US
05:43.1,35.7429,-97.394,5.278,3,ml,,53,,0.45,us,us10002l7x,2015-09-01T00:53:53.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.2,4.6,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
54:12.6,36.2134,-97.5616,5.625,3.4,mwr,,,,1.04,us,us10002kt2,2015-09-01T00:53:53.040Z,"25km WSW of Perry, Oklahoma",earthquake,2.5,7.5,,12,reviewed,tul,slm,Crescent,Oklahoma,Logan County,US
43:35.0,35.7439,-97.3843,6.208,2.8,ml,,68,,0.49,us,us10002l1a,2015-09-01T00:53:53.040Z,"13km NE of Edmond, Oklahoma",earthquake,0.8,4.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
08:49.7,36.669,-97.6286,5.495,2.9,ml,,55,,0.55,us,us10002l5k,2015-09-01T00:53:54.040Z,"17km SSE of Medford, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
12:20.3,36.576,-97.3854,7.726,2.5,ml,,53,,0.55,us,us10002ky2,2015-09-01T00:53:54.040Z,"13km SSW of Tonkawa, Oklahoma",earthquake,1.4,7.4,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
54:06.7,36.3247,-96.7812,3.679,2.5,ml,,97,,0.69,us,us10002ky0,2015-09-01T00:53:54.040Z,"2km SE of Pawnee, Oklahoma",earthquake,1.8,7.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
44:12.0,36.6647,-97.6318,5.721,2.5,ml,,73,,0.4,us,us10002kwa,2015-09-01T00:53:54.040Z,"18km SSE of Medford, Oklahoma",earthquake,1.2,7.3,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
47:26.9,35.8169,-97.4468,5.454,3.4,ml,,102,,0.56,us,us10002ky4,2015-09-01T00:53:54.040Z,"7km SSW of Guthrie, Oklahoma",earthquake,2.4,6.4,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
06:30.1,35.7477,-97.3989,5.854,3.6,mwr,,,,0.65,us,us10002kyx,2015-09-01T00:53:54.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.8,7.3,0.08,15,reviewed,tul,us,Edmond,Oklahoma,Oklahoma County,US
09:27.9,35.7499,-97.4005,5,3.5,ml,,,,0.69,us,us10002l9b,2015-09-01T00:53:54.040Z,"12km NNE of Edmond, Oklahoma",earthquake,1.3,5.2,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
16:20.8,35.743,-97.3876,5.534,3.9,mwr,,52,,0.61,us,us10002l0a,2015-09-01T00:53:54.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.8,5.7,0.046,45,reviewed,tul,us,Edmond,Oklahoma,Oklahoma County,US
08:43.0,36.7817,-98.03,7.109,2.5,ml,,106,,0.52,us,us10002l92,2015-09-01T00:53:54.040Z,"26km W of Medford, Oklahoma",earthquake,1.4,5.2,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
06:05.8,36.7408,-98.3538,7.543,2.5,ml,,153,,0.22,us,us10002l7q,2015-09-01T00:53:55.040Z,"1km S of Cherokee, Oklahoma",earthquake,1.2,6.3,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
37:55.4,36.688,-98.6114,4.526,3.4,ml,,132,,0.52,us,us10002l7e,2015-09-01T00:53:55.040Z,"13km SSE of Alva, Oklahoma",earthquake,3.3,6.7,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
38:56.8,36.7312,-97.9627,5,2.9,ml,,51,0.211,0.41,us,us10002l7l,2015-09-01T00:53:55.040Z,"22km WSW of Medford, Oklahoma",earthquake,1,2,0.074,24,reviewed,us,us,Medford,Oklahoma,Grant County,US
25:12.4,35.7978,-97.366,3.505,2.3,ml,,63,,0.62,us,us10002lfb,2015-09-01T00:53:55.040Z,"10km SSE of Guthrie, Oklahoma",earthquake,1.4,3.6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
01:40.6,35.817,-97.442,5,2.1,ml,,101,,0.6,us,us10002lf7,2015-09-01T00:53:55.040Z,"7km SSW of Guthrie, Oklahoma",earthquake,1.5,4.2,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
49:55.9,36.102,-97.3473,5.476,2.5,ml,,71,,0.76,us,us10002len,2015-09-01T00:53:56.040Z,"19km NNW of Langston, Oklahoma",earthquake,1.4,7.3,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
56:17.4,36.2777,-97.5092,6.582,2.9,ml,,54,,0.41,us,us10002ley,2015-09-01T00:53:56.040Z,"19km W of Perry, Oklahoma",earthquake,0.8,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
15:38.9,35.7556,-97.3988,5,2.1,mb_lg,,56,0.061,0.5,us,us10002lhs,2015-09-02T22:37:17.040Z,"13km NNE of Edmond, Oklahoma",earthquake,0.9,1.9,0.208,6,reviewed,us,us,Guthrie,Oklahoma,Logan County,US
03:06.8,36.7312,-98.3156,5.73,3.1,ml,,,,0.64,us,us10002li3,2015-09-02T22:37:18.040Z,"4km SE of Cherokee, Oklahoma",earthquake,2.2,2.7,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
58:06.8,36.2783,-97.5128,6.33,2.9,ml,,,,0.47,us,us10002lia,2015-09-02T22:37:18.040Z,"20km W of Perry, Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
16:11.1,35.738,-97.3797,5,2.7,ml,,80,,0.62,us,us10002llr,2015-09-02T22:37:18.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.1,4.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
54:25.0,35.8185,-97.4388,4.04,3,ml,,,,0.65,us,us10002lje,2015-09-02T22:37:18.040Z,"6km S of Guthrie, Oklahoma",earthquake,2.6,7.7,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
10:28.1,36.0158,-97.2456,6.538,2.7,ml,,68,,0.61,us,us10002lk5,2015-09-02T22:37:18.040Z,"7km N of Langston, Oklahoma",earthquake,1.5,6.4,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
59:20.1,35.9653,-97.0844,4.053,2.7,ml,,,,0.68,us,us10002lp2,2015-09-02T22:37:18.040Z,"4km WSW of Perkins, Oklahoma",earthquake,1.2,5.3,,,reviewed,tul,tul,Perkins,Oklahoma,Payne County,US
55:59.5,35.738,-97.3846,5.743,2.9,ml,,69,,0.48,us,us10002lwf,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.4,5.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
00:25.4,35.7358,-97.3823,5,2.5,ml,,69,,0.5,us,us10002lwr,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake,2.1,7.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
11:18.9,35.6002,-97.0518,5.586,2.8,ml,,111,,0.4,us,us10002m06,2015-09-02T22:37:19.040Z,"14km ESE of Luther, Oklahoma",earthquake,2.5,7.4,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
12:53.1,35.7401,-97.3813,5.788,2.7,ml,,67,,0.43,us,us10002m0e,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.1,4.5,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
35:56.3,35.739,-97.388,4.9,3.5,mwr,,,,0.64,us,us10002lrn,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.9,6.5,0.04,61,reviewed,tul,us,Edmond,Oklahoma,Oklahoma County,US
18:21.2,35.7448,-97.3761,6.088,2.9,ml,,,,0.43,us,us10002lsi,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,1,2.4,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
54:03.8,35.7417,-97.3796,5,3.7,mwr,,66,,0.55,us,us10002ls3,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,3.4,7.3,0.041,57,reviewed,tul,us,Edmond,Oklahoma,Oklahoma County,US
19:23.2,35.7436,-97.3771,5.752,3.4,ml,,,,0.51,us,us10002lse,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.1,7.1,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
48:13.2,35.7436,-97.3762,5.248,2.9,ml,,,,0.56,us,us10002ltj,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,2,6.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
57:42.7,35.7513,-97.4053,8.65,2,mb_lg,,78,0.06,0.36,us,us10002m84,2015-09-02T22:37:19.040Z,"12km NNE of Edmond, Oklahoma",earthquake,0.9,2.5,0.208,6,reviewed,us,us,Edmond,Oklahoma,Oklahoma County,US
03:44.3,35.7411,-97.3767,5.466,2.6,ml,,65,,0.69,us,us10002lwq,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.1,5.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
18:35.7,36.101,-97.344,5,3.1,ml,,,,0.8,us,us10002luk,2015-09-02T22:37:19.040Z,"19km NNW of Langston, Oklahoma",earthquake,0.9,7.4,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
49:58.8,35.74,-97.379,4.8,3.4,ml,,,,0.39,us,us10002luq,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake,2.4,7.6,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
21:50.9,35.7311,-97.3779,7.262,2.2,ml,,79,,0.49,us,us10002lvx,2015-09-02T22:37:20.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.5,3.8,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
47:09.5,35.7355,-97.3844,0.838,2.7,ml,,70,,0.5,us,us10002lwp,2015-09-02T22:37:20.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.8,7.5,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
54:06.4,36.4083,-98.3535,5.064,2.8,ml,,184,,0.76,us,us10002m0t,2015-09-02T22:37:20.040Z,"17km SSW of Helena, Oklahoma",earthquake,2.2,6.7,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
56:43.0,36.8519,-97.6976,6.76,3.2,ml,,,,0.8,us,us10002m1d,2015-09-02T22:37:20.040Z,"5km NNE of Medford, Oklahoma",earthquake,2.7,7.6,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
38:11.7,35.8769,-97.0439,5,3,ml,,60,,0.6,us,us10002m8e,2015-09-02T22:37:20.040Z,"10km S of Perkins, Oklahoma",earthquake,1.2,6.4,,,reviewed,tul,tul,Perkins,Oklahoma,Payne County,US
31:28.2,36.7458,-98.2238,4.61,3.5,mwr,,107,,0.67,us,us10002m1j,2015-09-02T22:37:20.040Z,"11km E of Cherokee, Oklahoma",earthquake,3.8,6.6,0.036,76,reviewed,tul,us,Cherokee,Oklahoma,Alfalfa County,US
53:39.0,36.278,-97.505,6.1,2.7,ml,,,,0.64,us,us10002m1k,2015-09-02T22:37:20.040Z,"19km W of Perry, Oklahoma",earthquake,1.8,7.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
