genotype,bout_length,fish
het,7.98,33
het,3,33
het,6,33
het,7.02,33
het,1.02,33
het,1.02,33
het,4.98,33
het,0.96,33
het,1.02,33
het,11.04,33
het,1.02,33
het,4.98,33
het,25.98,33
het,16.98,33
het,1.98,33
het,15,33
het,19.02,33
het,8.04,33
het,5.04,33
het,3,33
het,0.96,33
het,12,33
het,87.96,33
het,15,33
het,3,33
het,1.02,33
het,3,33
het,2.04,33
het,1.02,33
het,6,33
het,13.02,33
het,3.96,33
het,7.98,33
het,7.98,33
het,1.02,33
het,8.04,33
het,10.02,33
het,0.96,33
het,6,33
het,3,33
het,58.02,33
het,13.98,33
het,39,33
het,33,33
het,4.02,33
mut,31.02,35
mut,7.98,35
mut,25.02,35
mut,10.02,35
mut,3,35
mut,1.02,35
mut,10.98,35
mut,19.02,35
mut,11.04,35
mut,4.02,35
mut,4.98,35
mut,9,35
mut,5.04,35
mut,4.02,35
mut,0.96,35
mut,7.02,35
mut,19.02,35
mut,24.96,35
mut,1.98,35
mut,27.96,35
mut,10.02,35
mut,6,35
mut,1.02,35
mut,3,35
mut,1.02,35
mut,1.02,35
mut,9,35
mut,7.02,35
mut,0.96,35
mut,3,35
mut,3,35
mut,4.98,35
mut,8.04,35
mut,7.02,35
mut,12,35
mut,0.96,35
mut,6.96,35
mut,10.02,35
mut,3,35
mut,0.96,35
mut,0.96,35
mut,7.02,35
mut,3,35
mut,10.98,35
mut,1.02,35
mut,9,35
mut,1.02,35
mut,10.02,35
mut,6.96,35
mut,9,35
mut,1.02,35
mut,0.96,35
mut,7.02,35
mut,7.98,35
mut,27,35
mut,3.96,35
mut,6,35
mut,6,35
mut,15,35
mut,1.98,35
mut,9.96,35
mut,18,35
mut,0.96,35
het,15,36
het,4.98,36
het,12,36
het,27,36
het,10.02,36
het,12.96,36
het,24,36
het,1.02,36
het,6.96,36
het,20.04,36
het,10.98,36
het,10.02,36
het,1.02,36
het,7.98,36
het,1.02,36
het,6,36
het,0.96,36
het,4.98,36
het,1.02,36
het,4.02,36
het,6,36
het,3,36
het,1.02,36
het,0.96,36
het,17.04,36
het,2.04,36
het,2.04,36
het,6,36
het,1.02,36
het,13.98,36
het,0.96,36
het,1.02,36
het,12,36
het,1.98,36
het,7.02,36
het,2.04,36
het,1.02,36
het,3,36
het,4.02,36
het,0.96,36
het,3,36
het,13.02,36
het,1.02,36
het,15.96,36
het,3.96,36
het,0.96,36
het,0.96,36
het,6,36
het,1.02,36
het,3,36
het,1.02,36
het,1.02,36
het,2.04,36
het,2.04,36
het,1.02,36
het,7.98,36
het,1.02,38
het,1.02,38
het,9.96,38
het,22.02,38
het,1.02,38
het,3.96,38
het,28.98,38
het,4.02,38
het,9,38
het,3.96,38
het,2.04,38
het,11.04,38
het,3,38
het,6.96,38
het,25.98,38
het,7.98,38
het,1.98,38
het,3,38
het,7.02,38
het,6,38
het,2.04,38
het,1.02,38
het,1.02,38
het,6,38
het,4.02,38
het,0.96,38
het,4.98,38
het,7.02,38
het,1.02,38
het,14.04,38
het,2.04,38
het,0.96,38
het,1.98,38
het,18.96,38
het,4.02,38
het,2.04,38
het,2.04,38
het,15.96,38
het,10.02,38
het,2.04,38
het,2.04,38
het,3,38
het,0.96,38
het,13.98,38
het,10.98,38
het,1.98,38
het,13.98,38
het,12,38
het,3,38
het,4.02,38
het,27,38
het,31.98,38
het,0.96,38
het,1.02,38
het,7.02,38
het,1.98,38
het,3,38
het,10.98,38
het,1.98,38
het,6,38
het,12,38
het,7.02,38
het,10.02,38
het,6,38
het,3,38
het,4.98,38
het,1.98,38
mut,1.02,39
mut,1.98,39
mut,0.96,39
mut,1.02,39
mut,3,39
mut,1.02,39
mut,1.02,39
mut,1.02,39
mut,1.02,39
mut,0.96,39
mut,5.04,39
mut,1.02,39
mut,2.04,39
mut,1.02,39
mut,5.04,39
mut,1.02,39
mut,2.04,39
mut,2.04,39
mut,3,39
mut,4.98,39
mut,1.02,39
mut,0.96,39
mut,1.98,39
mut,1.02,39
mut,1.02,39
mut,1.98,39
mut,1.98,39
mut,1.98,39
mut,0.96,39
mut,3,39
mut,4.02,39
mut,3,39
mut,3,39
mut,3,39
mut,10.02,39
mut,3.96,39
mut,1.98,39
mut,3,39
mut,1.02,39
mut,3,39
mut,1.98,39
mut,5.04,39
mut,1.98,39
mut,4.02,39
mut,6,39
mut,1.02,39
mut,1.98,39
mut,4.02,39
mut,3,39
mut,1.02,39
mut,1.98,39
mut,1.02,39
mut,3,39
mut,1.02,39
mut,0.96,39
mut,0.96,39
mut,0.96,39
mut,2.04,39
mut,0.96,39
mut,7.02,39
mut,2.04,39
mut,1.02,39
mut,0.96,39
mut,1.98,39
mut,3.96,39
mut,1.98,39
mut,1.02,39
mut,1.02,39
mut,1.02,39
mut,4.02,39
mut,3,39
mut,3,39
mut,5.04,39
mut,4.02,39
mut,0.96,39
mut,1.02,39
mut,3,39
mut,0.96,39
mut,0.96,39
mut,1.02,39
mut,4.02,39
mut,1.02,39
mut,3,39
mut,1.98,39
mut,1.02,39
mut,3,39
mut,0.96,39
mut,2.04,39
mut,3,39
mut,2.04,39
mut,8.04,39
mut,1.98,39
mut,4.98,39
mut,1.02,39
mut,3,39
mut,3,39
mut,1.02,39
mut,3,39
mut,15.96,39
mut,0.96,39
mut,1.02,39
mut,1.02,39
mut,12,39
mut,1.02,39
mut,1.02,39
mut,1.98,39
mut,4.98,39
mut,1.02,39
mut,7.02,39
mut,0.96,39
mut,3,39
mut,3,39
mut,1.98,39
mut,1.98,39
het,1.02,40
het,3,40
het,3,40
het,2.04,40
het,4.98,40
het,3.96,40
het,9,40
het,3.96,40
het,1.02,40
het,1.98,40
het,1.02,40
het,2.04,40
het,1.98,40
het,1.02,40
het,1.02,40
het,1.02,40
het,1.02,40
het,4.02,40
het,1.02,40
het,4.98,40
het,1.98,40
het,1.98,40
het,1.98,40
het,1.98,40
het,1.98,40
het,3,40
het,3,40
het,1.02,40
het,0.96,40
het,4.02,40
het,2.04,40
het,4.02,40
het,4.02,40
het,3,40
het,2.04,40
het,1.02,40
het,1.02,40
het,1.98,40
het,1.02,40
het,1.02,40
het,3,40
het,1.98,40
het,3.96,40
het,0.96,40
het,1.02,40
het,4.98,40
het,0.96,40
het,1.02,40
het,2.04,40
het,1.02,40
het,4.98,40
het,1.98,40
het,9,40
het,1.02,40
het,3,40
het,7.02,40
het,0.96,40
het,3,40
het,1.02,40
het,1.02,40
het,3,40
het,3,40
het,3,40
het,1.02,40
het,1.98,40
het,3,40
het,7.02,40
het,8.04,40
het,1.98,40
het,4.98,40
het,1.98,40
het,3.96,40
het,3,40
het,6,40
het,1.98,40
het,3.96,40
het,6,40
het,0.96,40
het,4.02,40
het,2.04,40
het,3,40
het,3,40
het,2.04,40
het,4.02,40
het,6,40
het,4.02,40
het,1.02,40
het,3.96,40
het,3,40
het,5.04,40
het,1.02,40
het,3,40
het,4.02,40
het,8.04,40
het,2.04,40
het,5.04,40
het,3,40
het,7.98,40
het,4.98,40
het,1.98,40
het,7.02,40
het,1.02,40
het,3.96,40
het,1.98,40
het,4.98,40
het,4.02,40
het,2.04,40
het,2.04,40
het,0.96,40
het,0.96,40
het,1.98,40
het,6,40
het,2.04,40
het,1.02,40
het,1.02,43
het,6,43
het,3,43
het,30,43
het,52.02,43
het,1.02,43
het,3,43
het,17.04,43
het,2.04,43
het,1.02,43
het,4.02,43
het,4.98,43
het,1.98,43
het,1.98,43
het,12,43
het,1.02,43
het,3,43
het,4.98,43
het,2.04,43
het,6,43
het,4.98,43
het,3,43
het,1.98,43
het,4.02,43
het,2.04,43
het,36,43
het,41.04,43
het,1.02,43
het,6.96,43
het,1.02,43
het,27,43
het,4.98,43
het,1.98,43
het,3,43
het,2.04,43
het,7.02,43
het,3,43
het,6,43
het,8.04,43
het,5.04,43
het,6,43
het,4.02,43
het,1.98,43
het,3,43
het,4.02,43
het,15.96,43
het,9,43
het,6,43
het,1.02,43
het,0.96,43
het,1.02,43
het,3,43
het,1.02,43
het,1.02,43
het,18,43
het,6,43
het,0.96,43
het,0.96,43
het,7.02,43
het,1.02,43
het,4.98,43
het,1.98,43
het,3.96,43
het,10.98,43
het,1.02,43
het,11.04,43
het,1.02,43
het,18,43
het,1.02,43
het,1.02,44
het,6,44
het,5.04,44
het,6,44
het,13.98,44
het,3.96,44
het,1.98,44
het,4.98,44
het,34.98,44
het,6,44
het,3,44
het,3.96,44
het,7.02,44
het,6,44
het,3,44
het,6.96,44
het,0.96,44
het,12,44
het,12.96,44
het,3.96,44
het,1.98,44
het,34.98,44
het,23.04,44
het,1.02,44
het,1.02,44
het,1.02,44
het,7.98,44
het,1.02,44
het,10.02,44
het,19.98,44
het,1.02,44
het,3,44
het,9,44
het,9,44
het,1.02,44
het,10.98,44
het,1.98,44
het,14.04,44
het,3,44
het,1.02,44
het,14.04,44
het,3,44
het,24.96,44
het,16.02,44
het,28.98,44
het,0.96,44
het,9,44
mut,3.96,46
mut,1.02,46
mut,2.04,46
mut,1.02,46
mut,3,46
mut,1.98,46
mut,3,46
mut,1.02,46
mut,9,46
mut,3,46
mut,6.96,46
mut,4.02,46
mut,8.04,46
mut,1.02,46
mut,2.04,46
mut,3,46
mut,10.98,46
mut,1.02,46
mut,12,46
mut,1.98,46
mut,4.02,46
mut,1.02,46
mut,22.02,46
mut,9,46
mut,3,46
mut,9,46
mut,5.04,46
mut,1.02,46
mut,4.98,46
mut,0.96,46
mut,3,46
mut,0.96,46
mut,7.98,46
mut,3,46
mut,4.02,46
mut,0.96,46
mut,4.98,46
mut,4.98,46
mut,6.96,46
mut,1.02,46
mut,5.04,46
mut,7.02,46
mut,1.02,46
mut,1.98,46
mut,9.96,46
mut,1.98,46
mut,6,46
mut,9,46
mut,6.96,46
mut,3,46
mut,9.96,46
mut,12,46
mut,5.04,46
mut,5.04,46
mut,6,46
mut,4.02,46
mut,5.04,46
mut,3,46
mut,1.02,46
mut,8.04,46
mut,2.04,46
mut,7.02,46
mut,4.02,46
mut,5.04,46
mut,7.02,46
mut,6,46
mut,2.04,46
mut,3,46
mut,0.96,46
mut,10.98,46
mut,3,46
mut,3,46
mut,6,46
mut,7.02,46
mut,1.02,46
mut,6,46
mut,1.02,46
mut,5.04,46
mut,1.02,46
mut,4.98,46
mut,3,46
mut,6.96,46
mut,8.04,46
mut,9,46
mut,1.98,46
mut,1.98,46
mut,12,46
mut,1.98,46
mut,3,46
mut,1.02,46
mut,6,46
mut,1.98,46
mut,12,46
het,13.98,47
het,34.98,47
het,9.96,47
het,6,47
het,0.96,47
het,6,47
het,6,47
het,1.02,47
het,13.02,47
het,21,47
het,3,47
het,1.98,47
het,21.96,47
het,1.02,47
het,6,47
het,6,47
het,4.98,47
het,10.98,47
het,4.02,47
het,11.04,47
het,1.02,47
het,3.96,47
het,4.02,47
het,2.04,47
het,2.04,47
het,0.96,47
het,1.02,47
het,3,47
het,17.04,47
het,1.98,47
het,2.04,47
het,4.02,47
het,3,47
het,1.02,47
het,2.04,47
het,1.02,47
het,1.02,47
het,1.02,47
het,1.98,47
het,1.98,47
het,1.02,47
het,3,47
het,12,47
het,4.02,47
het,1.98,47
het,3,47
het,2.04,47
het,1.02,47
het,4.02,47
het,4.98,47
het,1.02,47
het,0.96,47
het,3.96,47
het,4.02,47
het,3.96,47
het,0.96,47
het,0.96,47
het,1.02,47
het,1.02,47
het,1.98,47
het,4.98,47
het,5.04,47
het,1.02,47
het,1.02,47
het,1.02,47
het,12,47
het,1.98,47
het,1.98,47
het,1.02,47
het,1.02,47
het,2.04,47
het,4.02,47
het,13.98,47
het,4.02,47
het,0.96,47
het,1.98,47
het,1.98,49
het,1.02,49
het,4.02,49
het,3,49
het,1.98,49
het,6,49
het,10.02,49
het,3,49
het,4.02,49
het,7.02,49
het,6.96,49
het,1.98,49
het,13.98,49
het,6,49
het,1.02,49
het,0.96,49
het,7.02,49
het,1.02,49
het,3.96,49
het,4.02,49
het,3,49
het,3,49
het,6,49
het,1.02,49
het,1.02,49
het,3,49
het,4.02,49
het,3,49
het,6,49
het,5.04,49
het,2.04,49
het,9,49
het,2.04,49
het,9,49
het,1.98,49
het,0.96,49
het,4.02,49
het,4.02,49
het,3,49
het,7.02,49
het,6,49
het,4.02,49
het,1.02,49
het,1.02,49
het,0.96,49
het,0.96,49
het,3,49
het,7.02,49
het,7.98,49
het,1.02,49
het,2.04,49
het,1.02,49
het,1.98,49
het,13.98,49
het,6.96,49
het,1.98,49
het,1.02,49
het,5.04,49
het,3,49
het,3,49
het,9,49
het,3,49
het,1.98,49
het,1.02,49
het,21,49
het,10.02,49
het,3,49
het,1.02,49
het,1.02,49
het,1.02,49
het,7.02,49
het,6,49
het,7.02,49
het,3,49
het,1.98,49
het,1.02,49
het,3,49
het,1.02,51
het,1.02,51
het,1.02,51
het,7.02,51
het,1.02,51
het,2.04,51
het,3,51
het,5.04,51
het,3,51
het,3,51
het,4.02,51
het,6,51
het,3,51
het,4.02,51
het,1.02,51
het,1.98,51
het,5.04,51
het,3,51
het,4.02,51
het,4.02,51
het,0.96,51
het,1.98,51
het,6,51
het,0.96,51
het,0.96,51
het,4.98,51
het,0.96,51
het,4.02,51
het,3,51
het,1.98,51
het,5.04,51
het,1.02,51
het,1.98,51
het,1.98,51
het,3,51
het,4.98,51
het,2.04,51
het,8.04,51
het,6,51
het,6,51
het,3,51
het,1.98,51
het,3,51
het,1.02,51
het,1.98,51
het,3,51
het,1.02,51
het,0.96,51
het,6,51
het,3,51
het,1.98,51
het,6.96,51
het,1.02,51
het,1.98,51
het,1.02,51
het,1.02,51
het,9.96,51
het,1.02,51
het,1.02,51
het,1.98,51
het,0.96,51
het,1.02,51
het,2.04,51
het,10.02,51
het,1.02,51
het,1.02,51
het,4.02,51
het,1.98,51
het,0.96,51
het,1.02,51
het,1.98,51
het,1.98,51
het,1.02,51
het,2.04,51
het,1.02,51
het,3,51
het,9,51
het,1.98,51
het,1.02,51
het,3,51
het,3,51
het,5.04,51
het,10.02,51
het,2.04,51
het,4.02,51
het,1.02,51
het,1.02,51
het,5.04,51
het,1.02,51
het,1.98,51
het,1.02,51
het,3,51
het,0.96,51
het,1.02,51
het,4.02,51
het,1.98,51
het,0.96,51
het,1.02,51
het,1.02,51
het,4.98,51
het,1.02,51
het,0.96,51
het,1.02,51
het,1.02,51
het,1.02,51
het,1.02,51
het,0.96,51
het,4.02,51
het,3,51
het,1.98,52
het,0.96,52
het,7.02,52
het,6.96,52
het,3,52
het,1.02,52
het,4.02,52
het,0.96,52
het,11.04,52
het,1.98,52
het,6.96,52
het,3,52
het,1.98,52
het,0.96,52
het,1.98,52
het,1.02,52
het,1.02,52
het,15,52
het,3,52
het,1.02,52
het,4.98,52
het,7.02,52
het,4.02,52
het,0.96,52
het,1.02,52
het,1.02,52
het,1.02,52
het,4.02,52
het,0.96,52
het,3,52
het,7.98,52
het,1.98,52
het,1.02,52
het,5.04,52
het,5.04,52
het,9,52
het,1.02,52
het,1.98,52
het,1.02,52
het,4.02,52
het,1.98,52
het,1.02,52
het,0.96,52
het,0.96,52
het,0.96,52
het,0.96,52
het,0.96,52
het,16.02,52
het,1.02,52
het,3,52
het,1.98,52
het,2.04,52
het,3,52
het,2.04,52
het,3,52
het,4.02,52
het,3.96,52
het,4.98,52
het,3.96,52
het,1.02,52
het,0.96,52
het,6,52
het,0.96,52
het,1.02,52
het,14.04,52
het,1.02,52
het,20.04,52
het,1.02,52
het,1.02,52
het,1.98,52
het,1.02,52
het,9,52
het,1.02,52
het,1.98,52
het,13.02,52
het,2.04,52
het,2.04,52
het,3,52
het,6,52
het,1.02,52
het,0.96,52
het,1.02,52
het,1.02,53
het,1.02,53
het,0.96,53
het,3,53
het,6,53
het,3,53
het,7.02,53
het,1.02,53
het,1.98,53
het,1.02,53
het,1.98,53
het,4.98,53
het,1.02,53
het,1.98,53
het,1.02,53
het,2.04,53
het,1.98,53
het,4.98,53
het,4.98,53
het,0.96,53
het,1.98,53
het,1.98,53
het,7.02,53
het,1.02,53
het,0.96,53
het,0.96,53
het,4.02,53
het,4.02,53
het,7.02,53
het,0.96,53
het,6,53
het,3,53
het,2.04,53
het,3,53
het,1.98,53
het,3,53
het,2.04,53
het,1.98,53
het,3,53
het,1.98,53
het,0.96,53
het,1.02,53
het,2.04,53
het,1.02,53
het,3.96,53
het,3,53
het,1.02,53
het,4.02,53
het,4.98,53
het,2.04,53
het,6,53
het,0.96,53
het,3.96,53
het,1.98,53
het,2.04,53
het,1.98,53
het,2.04,53
het,1.98,53
het,1.02,53
het,0.96,53
het,1.02,53
het,1.02,53
het,1.98,53
het,1.98,53
het,1.98,53
het,1.02,53
het,2.04,53
het,3,53
het,3,53
het,0.96,53
het,1.02,53
het,0.96,53
het,1.02,53
het,2.04,53
het,2.04,53
het,6,53
het,4.98,53
het,3,53
het,1.02,53
het,6.96,53
het,3,53
het,1.02,53
het,3,53
het,1.02,53
het,1.98,53
het,1.02,53
het,2.04,53
het,2.04,53
het,1.02,53
het,10.02,53
het,3,53
het,6,53
het,1.02,53
het,4.02,53
het,1.98,53
het,1.98,53
het,1.02,53
het,10.98,53
het,1.02,53
het,2.04,53
het,0.96,53
het,1.02,53
het,0.96,53
het,4.98,53
het,7.98,53
het,7.02,53
wt,8.04,54
wt,3,54
wt,19.98,54
wt,6,54
wt,21,54
wt,0.96,54
wt,3,54
wt,9,54
wt,3,54
wt,6,54
wt,3.96,54
wt,21,54
wt,3,54
wt,1.98,54
wt,3,54
wt,2.04,54
wt,4.98,54
wt,0.96,54
wt,2.04,54
wt,10.02,54
wt,6,54
wt,3,54
wt,7.02,54
wt,7.98,54
wt,30,54
wt,9,54
wt,2.04,54
wt,4.02,54
wt,6,54
wt,1.02,54
wt,4.98,54
wt,9,54
wt,7.98,54
wt,8.04,54
wt,7.02,54
wt,41.04,54
wt,1.02,54
wt,0.96,54
wt,6,54
wt,4.02,54
wt,12,54
wt,1.02,54
wt,1.02,54
wt,9,54
wt,4.02,54
wt,3,54
wt,1.02,54
wt,17.04,54
wt,13.02,54
wt,4.02,54
wt,3,54
wt,0.96,54
wt,1.98,54
wt,4.98,54
wt,6.96,54
wt,15.96,54
het,7.02,55
het,3,55
het,1.98,55
het,1.02,55
het,6.96,55
het,1.02,55
het,7.98,55
het,0.96,55
het,3,55
het,9,55
het,7.02,55
het,10.02,55
het,2.04,55
het,3,55
het,16.02,55
het,1.98,55
het,2.04,55
het,0.96,55
het,3.96,55
het,13.02,55
het,2.04,55
het,0.96,55
het,3,55
het,1.98,55
het,1.02,55
het,3,55
het,1.02,55
het,4.02,55
het,12.96,55
het,3,55
het,1.02,55
het,1.02,55
het,0.96,55
het,3,55
het,1.02,55
het,0.96,55
het,1.02,55
het,1.02,55
het,0.96,55
het,0.96,55
het,9,55
het,9,55
het,6,55
het,7.98,55
het,10.02,55
het,1.02,55
het,1.02,55
het,1.02,55
het,1.02,55
het,9,55
het,9,55
het,5.04,55
het,5.04,55
het,1.02,55
het,1.98,55
het,7.98,55
het,0.96,55
het,3,55
het,6,55
het,3.96,55
het,5.04,55
het,1.02,55
het,6.96,55
het,0.96,55
het,3.96,55
het,1.02,55
het,1.02,55
het,6,55
het,7.02,55
het,1.98,55
het,0.96,55
het,1.02,55
het,6,55
het,5.04,55
het,3,55
het,6,55
het,5.04,55
het,3,55
het,1.98,55
het,1.02,55
het,1.02,55
het,1.98,55
het,1.98,55
het,7.02,55
het,4.98,55
het,3,55
het,6,55
het,1.98,55
mut,1.02,56
mut,1.02,56
mut,4.02,56
mut,1.98,56
mut,4.98,56
mut,3,56
mut,4.98,56
mut,3.96,56
mut,13.98,56
mut,1.98,56
mut,3.96,56
mut,3,56
mut,6,56
mut,1.98,56
mut,12,56
mut,5.04,56
mut,1.02,56
mut,1.98,56
mut,1.98,56
mut,4.02,56
mut,4.02,56
mut,0.96,56
mut,1.02,56
mut,4.02,56
mut,5.04,56
mut,4.02,56
mut,3,56
mut,1.02,56
mut,1.02,56
mut,1.02,56
mut,3,56
mut,24,56
mut,1.02,56
mut,5.04,56
mut,4.98,56
mut,3,56
mut,1.98,56
mut,3,56
mut,7.02,56
mut,1.02,56
mut,4.02,56
mut,3,56
mut,1.02,56
mut,1.02,56
mut,2.04,56
mut,3,56
mut,3.96,56
mut,0.96,56
mut,4.02,56
mut,4.02,56
mut,0.96,56
mut,4.02,56
mut,3,56
mut,3,56
mut,4.02,56
mut,1.02,56
mut,1.02,56
mut,4.98,56
mut,1.02,56
mut,4.98,56
mut,1.98,56
mut,0.96,56
mut,1.98,56
mut,9,56
mut,4.98,56
mut,4.98,56
mut,1.98,56
mut,6.96,56
mut,1.02,56
mut,5.04,56
mut,4.02,56
mut,6.96,56
mut,4.02,56
mut,6,56
mut,1.02,56
mut,0.96,56
mut,1.98,56
mut,3,56
mut,1.98,56
mut,9.96,56
mut,4.02,56
mut,1.02,56
mut,9,56
mut,4.98,56
mut,7.02,56
mut,1.02,56
mut,6.96,56
mut,6,56
mut,1.02,56
mut,1.02,56
mut,12,56
mut,2.04,56
mut,2.04,56
mut,4.02,56
mut,6,56
mut,1.02,56
mut,1.98,56
mut,3.96,56
mut,9,56
mut,1.98,56
mut,3,56
mut,3,56
mut,6.96,56
mut,1.98,56
mut,6,56
het,1.98,57
het,25.02,57
het,0.96,57
het,1.02,57
het,3,57
het,1.02,57
het,1.02,57
het,5.04,57
het,1.98,57
het,4.02,57
het,3,57
het,1.98,57
het,0.96,57
het,3,57
het,0.96,57
het,0.96,57
het,3,57
het,1.98,57
het,0.96,57
het,0.96,57
het,1.02,57
het,4.02,57
het,0.96,57
het,7.02,57
het,1.02,57
het,1.02,57
het,1.02,57
het,1.02,57
het,1.02,57
het,0.96,57
het,1.98,57
het,0.96,57
het,1.98,57
het,0.96,57
het,1.02,57
het,1.02,57
het,1.98,57
het,1.02,57
het,3,57
het,3.96,57
het,3,57
het,2.04,57
het,0.96,57
het,3,57
het,0.96,57
het,0.96,57
het,1.02,57
het,1.02,57
het,1.02,57
het,1.98,57
het,1.02,57
het,0.96,57
het,4.02,57
het,2.04,57
het,1.98,57
het,1.98,57
het,1.98,57
het,3.96,57
het,2.04,57
het,3,57
het,0.96,57
het,1.02,57
het,1.02,57
het,3,57
het,0.96,57
het,2.04,57
het,1.98,57
het,1.02,57
het,2.04,57
het,1.02,57
het,3,57
het,4.02,57
het,0.96,57
het,0.96,57
het,3,57
het,1.98,57
het,0.96,57
het,3,57
het,4.98,57
het,3.96,57
het,3,57
het,2.04,57
het,6,57
het,1.98,57
het,0.96,57
het,1.98,57
het,0.96,57
het,4.98,57
het,1.98,57
het,1.02,57
het,1.98,57
het,1.02,57
het,2.04,57
het,4.02,57
het,1.98,57
het,2.04,57
het,2.04,57
het,4.98,57
het,0.96,57
het,6,57
het,1.02,57
het,1.98,57
het,3,57
het,1.02,57
het,1.02,57
het,3,57
het,2.04,57
het,1.02,57
het,1.02,57
het,1.02,57
het,3,57
het,2.04,57
het,0.96,57
het,1.02,57
het,1.02,57
het,3,57
het,1.02,57
het,0.96,57
het,1.98,57
het,1.02,57
het,1.02,57
het,1.98,57
het,1.02,57
het,2.04,57
het,1.02,57
het,1.02,57
het,0.96,57
het,1.02,57
wt,1.98,58
wt,4.02,58
wt,7.98,58
wt,1.98,58
wt,1.98,58
wt,11.04,58
wt,2.04,58
wt,0.96,58
wt,1.98,58
wt,6,58
wt,6,58
wt,4.02,58
wt,10.98,58
wt,6,58
wt,1.02,58
wt,13.02,58
wt,1.98,58
wt,13.98,58
wt,1.98,58
wt,1.98,58
wt,3,58
wt,9,58
wt,1.02,58
wt,0.96,58
wt,2.04,58
wt,2.04,58
wt,9,58
wt,6.96,58
wt,7.02,58
wt,2.04,58
wt,1.02,58
wt,9,58
wt,1.02,58
wt,10.98,58
wt,0.96,58
wt,1.98,58
wt,6,58
wt,0.96,58
wt,9,58
wt,0.96,58
wt,9.96,58
wt,6.96,58
wt,1.98,58
wt,11.04,58
wt,1.98,58
wt,3.96,58
wt,1.02,58
wt,1.02,58
wt,5.04,58
wt,2.04,58
wt,3,58
wt,1.98,58
wt,9.96,58
wt,4.02,58
wt,1.98,58
wt,4.02,58
wt,6,58
wt,1.02,58
wt,3,58
wt,11.04,58
wt,7.02,58
wt,1.02,58
wt,1.02,58
wt,6,58
wt,2.04,58
wt,1.02,58
wt,1.98,58
wt,14.04,58
wt,4.02,58
wt,3.96,58
wt,2.04,58
wt,1.02,58
wt,2.04,58
wt,1.02,58
wt,1.02,58
wt,1.02,58
wt,4.98,58
wt,2.04,58
wt,1.02,58
het,1.98,59
het,3,59
het,3,59
het,2.04,59
het,1.02,59
het,5.04,59
het,2.04,59
het,1.98,59
het,7.98,59
het,3,59
het,0.96,59
het,1.98,59
het,1.02,59
het,4.02,59
het,0.96,59
het,1.02,59
het,1.98,59
het,0.96,59
het,3.96,59
het,8.04,59
het,0.96,59
het,1.98,59
het,3,59
het,5.04,59
het,1.98,59
het,4.98,59
het,7.02,59
het,12,59
het,0.96,59
het,1.02,59
het,1.02,59
het,6,59
het,2.04,59
het,3,59
het,4.98,59
het,1.02,59
het,2.04,59
het,1.02,59
het,3.96,59
het,2.04,59
het,1.98,59
het,1.98,59
het,0.96,59
het,3.96,59
het,1.98,59
het,4.02,59
het,2.04,59
het,4.98,59
het,6,59
het,0.96,59
het,0.96,59
het,10.98,59
het,1.02,59
het,6,59
het,4.02,59
het,0.96,59
het,1.02,59
het,7.02,59
het,0.96,59
het,4.98,59
het,1.02,59
het,6.96,59
het,1.02,59
het,3,59
het,6,59
het,1.98,59
het,3,59
het,0.96,59
het,1.02,59
het,2.04,59
het,1.02,59
het,1.02,59
het,1.02,59
het,4.02,59
het,6.96,59
het,1.02,59
het,1.02,59
het,4.98,59
het,3.96,59
het,1.02,59
het,1.98,59
het,1.98,59
het,3,59
het,2.04,59
het,2.04,59
het,1.02,59
het,1.02,59
het,3,59
het,3,59
het,1.02,59
het,1.02,59
het,3.96,59
het,1.02,59
mut,2.04,60
mut,7.02,60
mut,2.04,60
mut,2.04,60
mut,16.02,60
mut,4.02,60
mut,2.04,60
mut,22.02,60
mut,22.98,60
mut,3,60
mut,6,60
mut,16.98,60
mut,1.02,60
mut,1.02,60
mut,10.02,60
mut,16.98,60
mut,3,60
mut,3,60
mut,13.02,60
mut,9,60
mut,175.98,60
mut,3,60
mut,51,60
mut,14.04,60
mut,52.02,60
mut,8.04,60
mut,5.04,60
mut,1.02,60
wt,1.02,61
wt,4.02,61
wt,1.02,61
wt,0.96,61
wt,3.96,61
wt,2.04,61
wt,3,61
wt,3,61
wt,0.96,61
wt,1.02,61
wt,5.04,61
wt,0.96,61
wt,6,61
wt,0.96,61
wt,0.96,61
wt,3,61
wt,11.04,61
wt,2.04,61
wt,1.02,61
wt,0.96,61
wt,1.02,61
wt,3,61
wt,1.02,61
wt,1.02,61
wt,0.96,61
wt,1.02,61
wt,1.02,61
wt,1.98,61
wt,1.98,61
wt,4.02,61
wt,0.96,61
wt,0.96,61
wt,3,61
wt,0.96,61
wt,3,61
wt,7.02,61
wt,1.02,61
wt,1.02,61
wt,1.02,61
wt,1.98,61
wt,1.98,61
wt,0.96,61
wt,0.96,61
wt,2.04,61
wt,1.02,61
wt,2.04,61
wt,1.98,61
wt,4.02,61
wt,3,61
wt,1.98,61
wt,0.96,61
wt,1.98,61
wt,4.02,61
wt,0.96,61
wt,6.96,61
wt,2.04,61
wt,1.02,61
wt,1.02,61
wt,1.02,61
wt,1.98,61
wt,3,61
wt,1.02,61
wt,1.02,61
wt,4.98,61
wt,2.04,61
wt,3,61
wt,1.98,61
wt,1.02,61
wt,1.98,61
wt,3,61
wt,1.98,61
wt,1.02,61
wt,1.98,61
wt,6,61
